first_name,last_name,full_name,phone_number,email_address,SN,region,unique_id,date_hired,address,gender,age,branch,branch_status,branch_head,dept,dept_status,dept_head,associate_training,senior_training,managerial_training,att_ytd,_06_Jan_23,comment06012023,input_location_06_Jan_23,_13_Jan_23,comment13012023,input_location_13_Jan_23,_20_Jan_23,comment20012023,input_location_20_Jan_23,_27_Jan_23,comment27012023,input_location_27_Jan_23,_03_Feb_23,comment03022023,input_location_03_Feb_23,_10_Feb_23,comment10022023,input_location_10_Feb_23,_17_Feb_23,comment17022023,input_location_17_Feb_23,_24_Feb_23,comment24022023,input_location_24_Feb_23,_03_Mar_23,comment03032023,input_location_03_Mar_23,_10_Mar_23,comment10032023,input_location_10_Mar_23,_17_Mar_23,comment17032023,input_location_17_Mar_23,_24_Mar_23,comment24032023,input_location_24_Mar_23,_31_Mar_23,comment31032023,input_location_31_Mar_23,_07_Apr_23,comment07042023,input_location_07_Apr_23,_14_Apr_23,comment14042023,input_location_14_Apr_23,_21_Apr_23,comment21042023,input_location_21_Apr_23,_28_Apr_23,comment28042023,input_location_28_Apr_23,_05_May_23,comment05052023,input_location_05_May_23,_12_May_23,comment12052023,input_location_12_May_23,_19_May_23,comment19052023,input_location_19_May_23,_26_May_23,comment26052023,input_location_26_May_23,_02_Jun_23,comment02062023,input_location_02_Jun_23,_09_Jun_23,comment09062023,input_location_09_Jun_23,_16_Jun_23,comment16062023,input_location_16_Jun_23,_23_Jun_23,comment23062023,input_location_23_Jun_23,_30_Jun_23,comment30062023,input_location_30_Jun_23,_07_Jul_23,comment07072023,input_location_07_Jul_23,_14_Jul_23,comment14072023,input_location_14_Jul_23,_21_Jul_23,comment21072023,input_location_21_Jul_23,_28_Jul_23,comment28072023,input_location_28_Jul_23,_04_Aug_23,comment04082023,input_location_04_Aug_23,_11_Aug_23,comment11082023,input_location_11_Aug_23,_18_Aug_23,comment18082023,input_location_18_Aug_23,_25_Aug_23,comment25082023,input_location_25_Aug_23,_01_Sep_23,comment01092023,input_location_01_Sep_23,_08_Sep_23,comment08092023,input_location_08_Sep_23,_15_Sep_23,comment15092023,input_location_15_Sep_23,_22_Sep_23,comment22092023,input_location_22_Sep_23,_29_Sep_23,comment29092023,input_location_29_Sep_23,_06_Oct_23,comment06102023,input_location_06_Oct_23,_13_Oct_23,comment13102023,input_location_13_Oct_23,_20_Oct_23,comment20102023,input_location_20_Oct_23,_27_Oct_23,comment27102023,input_location_27_Oct_23,_03_Nov_23,comment03112023,input_location_03_Nov_23,_10_Nov_23,comment10112023,input_location_10_Nov_23,_17_Nov_23,comment17112023,input_location_17_Nov_23,_24_Nov_23,comment24112023,input_location_24_Nov_23,_01_Dec_23,comment01122023,input_location_01_Dec_23,_08_Dec_23,comment08122023,input_location_08_Dec_23,_15_Dec_23,comment15122023,input_location_15_Dec_23,_22_Dec_23,comment22122023,input_location_22_Dec_23,_29_Dec_23,comment29122023,input_location_29_Dec_23
Hannah,Kennedy,Hannah Kennedy,1800747588,hannahkennedy@buymart.org,178,USA,BM-178-US,2022-12-31 00:00:00+00:00,25169 Chase Hollow Suite 780,F,47,Missouri,Branch Manager,Hannah Kennedy,Technology,Staff,Alexander Page,done,done,done,52.63,Incomplete,,Technology USA,Incomplete,,HR USA,Completed,,Technology USA,Completed,,Missouri USA,Completed,,Technology USA,Completed,,HR USA,Incomplete,,Missouri USA,Incomplete,,Missouri USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Missouri USA,Incomplete,,Technology USA,Completed,,Technology USA,Completed,,HR USA,Completed,,Technology USA,Completed,,Missouri USA,Completed,,Technology USA,Incomplete,,HR USA,Incomplete,,Missouri USA,Incomplete,,Technology USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Medina,James Medina,1800638391,jamesmedina@buymart.org,179,USA,BM-179-US,2022-12-31 00:00:00+00:00,62129 Davis Key,M,54,Florida,Branch Worker,Anna Ellis,HumanResources,Staff,Amanda Castillo,,,,47.37,Incomplete,,HumanResources USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Completed,,HumanResources USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HumanResources USA,Completed,,HR USA,Incomplete,,Florida USA,Completed,,Florida USA,Completed,,HumanResources USA,Completed,,HR USA,Completed,,HumanResources USA,Completed,,Florida USA,Incomplete,,Florida USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Completed,,HR USA,Completed,,Florida USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Vang,James Vang,1800104663,jamesvang@buymart.org,180,USA,BM-180-US,2022-12-31 00:00:00+00:00,531 Garcia Ways Apt. 065,M,37,Idaho,Branch Worker,Kimberly Chen,Technology,Staff,Alexander Page,,,,26.32,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Technology USA,Incomplete,,Idaho USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Technology USA,Completed,,Idaho USA,Incomplete,,Idaho USA,Completed,,Idaho USA,Incomplete,,HR USA,Incomplete,,Technology USA,Incomplete,,Technology USA,Incomplete,,HR USA,Completed,,Idaho USA,Completed,,Technology USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Technology USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasmine,Coleman,Jasmine Coleman,1800590056,jasminecoleman@buymart.org,181,USA,BM-181-US,2022-12-31 00:00:00+00:00,19665 Roberson Courts Apt. 419,F,29,Wisconsin,Branch Worker,Debra Wu,DataAnalyst,Staff,Allison Arnold,,,,52.63,Incomplete,,HR USA,Completed,,Wisconsin USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Wisconsin USA,Completed,,HR USA,Incomplete,,DataAnalyst USA,Completed,,Wisconsin USA,Completed,,Wisconsin USA,Incomplete,,HR USA,Incomplete,,Wisconsin USA,Incomplete,,DataAnalyst USA,Incomplete,,Wisconsin USA,Completed,,DataAnalyst USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,Wisconsin USA,Completed,,HR USA,Incomplete,,Wisconsin USA,Incomplete,,Wisconsin USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason,Gomez,Jason Gomez,1800983849,jasongomez@buymart.org,182,USA,BM-182-US,2022-12-31 00:00:00+00:00,93943 Mills Fall Apt. 611,M,48,Texas,Branch Worker,Alexander Coleman,HumanResources,Staff,Amanda Castillo,,,,68.42,Completed,,HumanResources USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Texas USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,Texas USA,Completed,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,Texas USA,Incomplete,,HumanResources USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Texas USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey,Lopez,Jeffrey Lopez,1800921844,jeffreylopez@buymart.org,183,USA,BM-183-US,2022-12-31 00:00:00+00:00,42624 Gregg Street Suite 420,M,53,Georgia,Branch Worker,Brian Arnold,DataAnalyst,Staff,Allison Arnold,,,,42.11,Incomplete,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Incomplete,,Georgia USA,Incomplete,,Georgia USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Completed,,Georgia USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Georgia USA,Completed,,DataAnalyst USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey,Richardson,Jeffrey Richardson,1800581161,jeffreyrichardson@buymart.org,184,USA,BM-184-US,2022-12-31 00:00:00+00:00,866 Lynch Land,M,34,Utah,Branch Worker,Andrew Johnson,DataAnalyst,Staff,Allison Arnold,done,,,31.58,Incomplete,,Utah USA,Completed,,Utah USA,Incomplete,,HR USA,Completed,,Utah USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Completed,,Utah USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Utah USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,Utah USA,Incomplete,,DataAnalyst USA,Completed,,Utah USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Pope,Jennifer Pope,1800178308,jenniferpope@buymart.org,185,USA,BM-185-US,2022-12-31 00:00:00+00:00,2950 Fields Well,F,30,California,Branch Worker,Alicia Jenkins,HumanResources,Staff,Amanda Castillo,,,,31.58,Completed,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,California USA,Incomplete,,HumanResources USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,HumanResources USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,HumanResources USA,Incomplete,,California USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,California USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Williams,Jennifer Williams,1800788975,jenniferwilliams@buymart.org,186,USA,BM-186-US,2022-12-31 00:00:00+00:00,737 Robinson Garden,F,46,Texas,Branch Worker,Alexander Coleman,HumanResources,Staff,Amanda Castillo,,,,57.89,Completed,,Texas USA,Incomplete,,HumanResources USA,Completed,,HumanResources USA,Incomplete,,Texas USA,Completed,,Texas USA,Completed,,HumanResources USA,Completed,,HR USA,Completed,,Texas USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,HumanResources USA,Incomplete,,Texas USA,Completed,,Texas USA,Incomplete,,HR USA,Incomplete,,Texas USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HumanResources USA,Completed,,HR USA,Incomplete,,Texas USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah,Rose,Jeremiah Rose,1800964036,jeremiahrose@buymart.org,187,USA,BM-187-US,2022-12-31 00:00:00+00:00,0773 Terry Corner Suite 630,M,36,Ohio,Branch Worker,Andrea Booth,DataAnalyst,Staff,Allison Arnold,done,,,57.89,Incomplete,,DataAnalyst USA,Completed,,HR USA,Incomplete,,Ohio USA,Incomplete,,DataAnalyst USA,Completed,,DataAnalyst USA,Completed,,DataAnalyst USA,Completed,,HR USA,Incomplete,,DataAnalyst USA,Completed,,Ohio USA,Incomplete,,Ohio USA,Completed,,DataAnalyst USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,DataAnalyst USA,Completed,,Ohio USA,Incomplete,,Ohio USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,DataAnalyst USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy,Scott,Jeremy Scott,1800573282,jeremyscott@buymart.org,188,USA,BM-188-US,2022-12-31 00:00:00+00:00,4154 Brown Motorway Suite 927,M,31,NewYork,Branch Worker,Amanda Rodgers,Merchandising,Staff,Brent Lozano,,,,47.37,Incomplete,,NewYork USA,Completed,,Merchandising USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Merchandising USA,Incomplete,,HR USA,Completed,,NewYork USA,Completed,,Merchandising USA,Incomplete,,NewYork USA,Incomplete,,NewYork USA,Completed,,NewYork USA,Incomplete,,Merchandising USA,Completed,,NewYork USA,Incomplete,,NewYork USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Merchandising USA,Incomplete,,HR USA,Completed,,NewYork USA,Completed,,NewYork USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Meyer,Jessica Meyer,1800552008,jessicameyer@buymart.org,189,USA,BM-189-US,2022-12-31 00:00:00+00:00,2889 James Cliff Apt. 345,F,50,Connecticut,Branch Manager,Jessica Meyer,DataAnalyst,Staff,Allison Arnold,done,done,done,68.42,Incomplete,,HR USA,Completed,,Connecticut USA,Completed,,Connecticut USA,Completed,,HR USA,Completed,,DataAnalyst USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Incomplete,,Connecticut USA,Completed,,DataAnalyst USA,Completed,,Connecticut USA,Completed,,HR USA,Completed,,HR USA,Completed,,Connecticut USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Completed,,DataAnalyst USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Strickland,Jessica Strickland,1800199982,jessicastrickland@buymart.org,190,USA,BM-190-US,2022-12-31 00:00:00+00:00,432 Diane Ports Suite 158,F,25,Illinois,Branch Worker,Candace Gonzalez,CustomerService,Staff,Amanda Rogers,,,,42.11,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,CustomerService USA,Completed,,CustomerService USA,Completed,,Illinois USA,Incomplete,,HR USA,Incomplete,,Illinois USA,Completed,,CustomerService USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Illinois USA,Completed,,Illinois USA,Incomplete,,Illinois USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Incomplete,,Illinois USA,Completed,,Illinois USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jillian,Watts,Jillian Watts,1800642319,jillianwatts@buymart.org,191,USA,BM-191-US,2022-12-31 00:00:00+00:00,276 Morris Path,F,29,Michigan,Branch Worker,Christine Blanchard,DataAnalyst,Staff,Allison Arnold,done,,,57.89,Incomplete,,Michigan USA,Completed,,Michigan USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Michigan USA,Incomplete,,DataAnalyst USA,Completed,,Michigan USA,Completed,,Michigan USA,Completed,,DataAnalyst USA,Completed,,HR USA,Completed,,Michigan USA,Incomplete,,Michigan USA,Completed,,HR USA,Incomplete,,Michigan USA,Incomplete,,DataAnalyst USA,Completed,,Michigan USA,Incomplete,,Michigan USA,Completed,,HR USA,Incomplete,,Michigan USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John,Flores,John Flores,1800187217,johnflores@buymart.org,192,USA,BM-192-US,2022-12-31 00:00:00+00:00,8464 Perkins Causeway,M,41,California,Branch Worker,Alicia Jenkins,CustomerService,Staff,Amanda Rogers,done,,,57.89,Incomplete,,California USA,Incomplete,,CustomerService USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,CustomerService USA,Incomplete,,HR USA,Completed,,CustomerService USA,Completed,,California USA,Incomplete,,CustomerService USA,Completed,,California USA,Incomplete,,HR USA,Incomplete,,California USA,Incomplete,,California USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,CustomerService USA,Completed,,CustomerService USA,Completed,,California USA,Incomplete,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John,Wong,John Wong,1800249058,johnwong@buymart.org,193,USA,BM-193-US,2022-12-31 00:00:00+00:00,338 Robert Land Suite 484,M,29,Indiana,Branch Worker,Benjamin Gonzales,Marketing,Staff,Anthony Soto,,,,36.84,Incomplete,,Marketing USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,HR USA,Incomplete,,Indiana USA,Incomplete,,Indiana USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Marketing USA,Incomplete,,Indiana USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Marketing USA,Incomplete,,Marketing USA,Completed,,Indiana USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,Anderson,Jordan Anderson,1800666812,jordananderson@buymart.org,194,USA,BM-194-US,2022-12-31 00:00:00+00:00,621 Sherri Track,M,40,California,Branch Worker,Alicia Jenkins,UserExperience,Staff,Abigail Johnson,done,,,68.42,Incomplete,,California USA,Completed,,UserExperience USA,Completed,,UserExperience USA,Completed,,HR USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,UserExperience USA,Incomplete,,HR USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,UserExperience USA,Incomplete,,HR USA,Completed,,UserExperience USA,Incomplete,,HR USA,Completed,,California USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,UserExperience USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,Pham,Jordan Pham,1800879545,jordanpham@buymart.org,195,USA,BM-195-US,2022-12-31 00:00:00+00:00,94086 Wells Squares Suite 098,M,22,Colorado,Branch Worker,Derek Lyons,Technology,Staff,Alexander Page,,,,52.63,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Colorado USA,Completed,,Technology USA,Incomplete,,HR USA,Incomplete,,Colorado USA,Completed,,Colorado USA,Completed,,Technology USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,Technology USA,Incomplete,,Colorado USA,Completed,,HR USA,Incomplete,,Colorado USA,Completed,,Technology USA,Incomplete,,Colorado USA,Completed,,Colorado USA,Incomplete,,HR USA,Completed,,Colorado USA,Incomplete,,Colorado USA,Incomplete,,Colorado USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose,Dennis,Jose Dennis,1800150093,josedennis@buymart.org,196,USA,BM-196-US,2022-12-31 00:00:00+00:00,329 Marcus Wells Suite 416,M,37,Indiana,Branch Worker,Benjamin Gonzales,Marketing,Staff,Anthony Soto,,,,31.58,Incomplete,,Indiana USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Incomplete,,Indiana USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Indiana USA,Incomplete,,Indiana USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Completed,,Indiana USA,Incomplete,,HR USA,Incomplete,,Indiana USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose,Fuentes,Jose Fuentes,1800420028,josefuentes@buymart.org,197,USA,BM-197-US,2022-12-31 00:00:00+00:00,57782 Obrien Turnpike,M,48,Virginia,Branch Worker,Alyssa Jackson,Product,Staff,Andrew Johns,done,,,52.63,Completed,,Virginia USA,Completed,,Product USA,Incomplete,,Product USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Virginia USA,Completed,,Product USA,Incomplete,,Virginia USA,Incomplete,,Product USA,Incomplete,,HR USA,Completed,,Virginia USA,Completed,,Product USA,Incomplete,,Virginia USA,Incomplete,,Virginia USA,Completed,,HR USA,Completed,,HR USA,Completed,,Product USA,Incomplete,,Virginia USA,Completed,,Virginia USA,Incomplete,,Virginia USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose,Lang,Jose Lang,1800327180,joselang@buymart.org,198,USA,BM-198-US,2022-12-31 00:00:00+00:00,877 Scott Walk,M,27,Pennsylvania,Branch Worker,Alexis Hill,Technology,Staff,Alexander Page,done,,,52.63,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Technology USA,Incomplete,,Pennsylvania USA,Completed,,Technology USA,Incomplete,,Pennsylvania USA,Completed,,Pennsylvania USA,Incomplete,,Pennsylvania USA,Incomplete,,Technology USA,Completed,,HR USA,Completed,,Technology USA,Completed,,HR USA,Incomplete,,Technology USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Technology USA,Completed,,HR USA,Completed,,Pennsylvania USA,Completed,,HR USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph,Wood,Joseph Wood,1800929233,josephwood@buymart.org,199,USA,BM-199-US,2022-12-31 00:00:00+00:00,0137 Rowland Fork,M,33,Virginia,Branch Worker,Alyssa Jackson,Product,Staff,Andrew Johns,,,,26.32,Incomplete,,Virginia USA,Incomplete,,Virginia USA,Incomplete,,HR USA,Completed,,Virginia USA,Incomplete,,Product USA,Incomplete,,HR USA,Incomplete,,Virginia USA,Incomplete,,Product USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Product USA,Completed,,Virginia USA,Incomplete,,Virginia USA,Completed,,Virginia USA,Incomplete,,Virginia USA,Incomplete,,Virginia USA,Completed,,HR USA,Incomplete,,Product USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua,Reeves,Joshua Reeves,1800131676,joshuareeves@buymart.org,200,USA,BM-200-US,2022-12-31 00:00:00+00:00,46437 Brown Meadow,M,55,California,Branch Worker,Alicia Jenkins,UserExperience,Staff,Abigail Johnson,,,,68.42,Completed,,HR USA,Completed,,California USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,UserExperience USA,Completed,,California USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,California USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,HR USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,California USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,UserExperience USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan,Miller,Juan Miller,1800496171,juanmiller@buymart.org,201,USA,BM-201-US,2022-12-31 00:00:00+00:00,761 Reynolds Spring Apt. 828,M,51,NewYork,Branch Worker,Amanda Rodgers,UserExperience,Staff,Abigail Johnson,,,,31.58,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Completed,,NewYork USA,Incomplete,,NewYork USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,NewYork USA,Incomplete,,NewYork USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,NewYork USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,UserExperience USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Completed,,NewYork USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin,Smith,Justin Smith,1800616449,justinsmith@buymart.org,202,USA,BM-202-US,2022-12-31 00:00:00+00:00,564 Sandra Brooks Suite 307,M,40,Florida,Branch Worker,Anna Ellis,CustomerService,Staff,Amanda Rogers,,,,57.89,Completed,,Florida USA,Completed,,Florida USA,Incomplete,,Florida USA,Completed,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Completed,,Florida USA,Completed,,CustomerService USA,Completed,,HR USA,Incomplete,,Florida USA,Incomplete,,Florida USA,Completed,,Florida USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Completed,,HR USA,Completed,,Florida USA,Completed,,Florida USA,Completed,,Florida USA,Completed,,Florida USA,Incomplete,,CustomerService USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
